country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Algeria,1,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.94,97.4,97.5,97.6,97.7,97.8,97.9,98.1,98.3,98.6,98.9,98.7,99.1,99.3,100,,
Angola,2,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,3.5,9.5,2.8,2.3,1.7,1,0.7,4.5,6.6,5.7,4.9,7.1,6.5,6.8,5.2,3.8,5.6,6.2,7.3,7.7,8.1,8.2,8.5,,
Benin,3,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,5.4,4.4,6.8,7.4,7.9,8.5,7.9,9.7,10.3,10.9,10.6,13.6,14.6,13.4,16.2,11.1,15.2,17.2,16.3,16.9,17.4,18,45.5,,
Botswana,4,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,12.1,10.4,6.4,16.4,17.9,19.3,20.7,21.3,21.6,16.2,25.2,25.2,25.3,25.9,26.8,26.5,28.8,31,29.1,27.9,26.2,25,25,,
Burkina Faso,5,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,2.3,2.2,2.1,1.2,1.8,1.6,1.4,1.2,1.2,2.6,1.5,1.9,1.5,1,4.7,1.3,1.86,1.78,2.01,1.12,1.43,1.53,3.4,,
Burundi,6,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.58,0.5,0.42,0.34,0.28,0.43,0.42,0.37,0.9,0.53,0.1,0.36,0.83,1,1,1.2,1.5,1.7,2,2,0.9,1.6,1.7,,
Cameroon,7,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,9.2,13.9,13.8,14.3,19.5,15.4,25.8,6.4,17.1,17.7,16.1,16.8,18.3,19.5,18.8,21.2,21.8,22.4,26.3,23.6,24.2,24.8,29.73,,
Cape Verde,8,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,31.8,33.9,30.7,38.3,40.6,42.5,45.4,48,50.6,53.4,65.7,67.8,69.5,71.5,73.8,76.2,78.8,81.2,84.6,87.3,92.7,96.9,96.9,,
Central African Republic,9,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.21,0.8,0.9,1,1.1,1.2,0.11,1.4,4.7,1.7,0.18,0.39,0.5,0.7,0.8,1.3,1.7,2.1,2.2,1.5,1.9,1.6,1.6,,
Chad,10,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.2,1.3,1.4,1.5,0.97,1.6,1.8,1.9,2,2.2,3,7.7,3,3,3,0.5,2.8,4.2,2.3,1.33,1.6,1.3,1.3,,
Comoros,11,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,30.2,32.7,33.2,37.6,40.1,42.5,45,47.5,50,52.5,63.7,63.3,63.1,62.5,65,67.6,70.1,72.6,75.1,77.6,80.1,82.9,85.6,,
Congo Democratic Republic,12,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,2.37,2.15,2.05,1.97,1.94,2.28,1.94,1.8,2.47,2.64,2.68,3.18,2.78,3.45,2.56,1,1,1,1,1,1,1,1,,
Congo Republic,13,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,5.6,6,6.4,6.8,7.2,7.2,7.9,8.2,8.6,9.2,10.7,10.5,10.6,10.4,10.7,11.1,11.6,11.8,11.8,11.4,11.8,12.4,12.4,,
Cote d'Ivoire,14,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,23.8,24.6,26.8,26.1,26.9,36.2,34.1,29.3,35.6,31,31.9,26.3,25.8,34.5,34.3,39.2,36.7,38.4,40.4,42.1,43.7,45.2,45.3,,
Djibouti,15,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,54,52.5,26.1,49.2,47.6,45.9,32.6,42.6,40.9,39.2,37.5,35.8,22.1,32.5,30.8,29.1,29.5,26.3,33.6,40.3,35.8,36.6,36.6,,
Egypt,16,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,96.4,95.9,96.2,98.1,96.4,99.1,98.8,97.7,99.7,98.4,99.1,99.2,99.8,99.9,99.7,99.4,100,100,100,100,100,100,100,,
Equatorial Guinea,17,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,36.2,34.5,32.6,30.6,28.6,26.3,24,21.5,18.9,16.2,13.8,10.1,6.8,6.2,5.5,4.8,4.1,3.5,2.9,2.4,1.8,1.4,1.4,,
Eritrea,18,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,11.2,11.9,14,13.3,14.1,14.8,15.6,16.4,17.2,18.5,19.8,21.1,22.4,23.8,25.1,26.6,28,29.5,31,32.5,34.1,35.7,36,,
Eswatini,19,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,10.4,18.3,16.7,19.8,23,26.1,27.3,32.4,35.5,28.9,39.8,44.7,48.2,51.8,59.3,59.1,58.1,69.8,69.7,72.9,76.1,79.1,81.6,,
Ethiopia,20,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.7,0.54,0.4,1.4,3.1,0.6,6.5,8.2,9.7,11.3,12.9,9.6,16.1,17.8,12,15.5,32.4,31,32.5,36,39.4,42.8,43,,
Gabon,21,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,11.6,21.5,21,20.6,20.1,27.1,19.2,18.7,18.3,17.9,50,42.4,32.3,32.8,19.8,18.1,18.9,19.04,21.3,22.8,24.7,26.8,29.84,,
Gambia,22,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,18.8,9.8,10.8,1,13,4.5,15.3,16.5,17.7,18.8,24.3,25.1,25.9,30.3,27.8,28.9,30,20.5,34.83,35.26,31,31.2,31.2,,
Ghana,23,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,14.9,17.4,19.8,24,24.7,7.9,31.4,32.4,36.8,37.9,55.4,42,23.6,50.8,64,57,66.6,65.3,68.3,70,73.1,74,71.6,,
Guinea,24,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.45,0.16,0.37,0.65,0.49,1.71,2.2,3.1,4,5,5.9,6.8,1.2,8.6,9.5,10.4,6.7,8.6,21.4,17,19.3,21.3,21.3,,
Guinea Bissau,25,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0,0.01,0.02,0.03,0.05,0.1,2.1,0.22,0.6,1.15,2.1,4,6,8,5.8,8.9,10.5,12.5,13.3,14.3,15.1,15.8,15.8,,
Kenya,26,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,6.6,8.3,10,6.9,13.4,15.1,16.9,18.6,20.4,10.1,7.2,25.7,27.5,29.3,25.1,29,42.1,45.8,51.6,61.7,62.7,68.2,66.2,,
Lesotho,27,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,2,0.57,2.85,0.4,1.4,3.7,2.6,6.9,8.6,8.6,4.4,10.8,7.2,14.8,15.6,19.7,23.3,20.2,37.71,32.6,35.2,37.7,37.7,,
Liberia,28,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.02,0.02,0.02,0.02,0.02,0.05,0.24,0.28,0.33,0.46,1,1.2,2.8,3.5,4.1,5.2,4.1,7.4,7.7,8.3,8.1,8.1,14.9,,
Libya,29,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,99.2,87.3,79.8,72.2,64.5,56.9,49.2,41.5,33.6,25.6,17.53,9.31,0.87,9.45,9.39,9.22,8.98,8.68,7.23,7.21,6.55,6.76,6.8,,
Madagascar,30,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.29,4.5,0.43,7.7,0.9,1,1.2,1.3,1.4,1.23,1.22,1.81,1.83,1.94,1.7,1.7,1.51,1.89,16,13,6.7,10.9,10.9,,
Malawi,31,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.7,1.3,1.5,0.8,2.8,2.1,0.1,2.6,2.8,3.1,3.9,3,1.8,3.8,5.3,3.4,4.9,3.7,11.7,4.1,3.5,5.6,5.6,,
Mali,32,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.11,0.06,1.7,2.5,3.2,3.8,1.5,5,5.5,5.7,6.58,1.4,6.25,3.4,4.5,7.3,8.4,9.22,25.4,15.2,16.8,18.3,18.3,,
Mauritania,33,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,3,4.9,3.7,3.8,3.8,1.2,3.8,3.8,4,3.2,2.1,1.5,0.8,0.24,0.39,3.46,3.44,3.71,2.45,2.35,1.06,3.42,3.2,,
Mauritius,34,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,98.3,98.7,99,98.6,98.6,98.6,98.6,98.6,98.6,98.7,99.3,99.5,99.1,99.1,99.3,99.5,99.8,99.6,100,100,99.5,99.8,100,,
Morocco,35,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,44.4,47.3,50.3,53.4,58.4,59.3,93,65.4,68.5,71.7,92.9,93.2,93.6,95,94.4,93.6,95.4,100,96.1,98.92,100,100,100,,
Mozambique,36,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.18,0.15,0.07,1,1,1.5,2,1.5,2.3,2.2,1.4,3.8,2.3,2.8,2.7,0.9,4.7,4.4,8,5.2,4.6,3.8,5,,
Namibia,37,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,18.9,18.5,19.1,19.7,20.2,20.8,21.4,22.4,22.7,20.7,24,21.6,25.4,27.3,26.9,31.3,31.6,31.6,30.2,31.2,28,33.2,33.2,,
Niger,38,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.57,2,2.3,2.7,3,0.39,2,4.1,4.5,4.9,4.8,5.5,5.2,6.6,7.3,8.1,8.8,9.2,11.7,9.7,9.7,9.1,7.7,,
Nigeria,39,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,21.5,21.8,22.1,32.7,22.8,23.1,23.5,25.3,25.6,24.6,23.5,31,27,31.6,27.1,25.9,34,22.6,31,25.5,24.6,26.3,27,,
Rwanda,40,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.46,0.02,1.2,0.6,1.8,0.7,4,5.2,1.5,7.6,2.6,1.1,7.3,5.8,9.2,12.5,19,23.6,28,38.3,34.9,38.2,39.96,,
Sao Tome and Principe,41,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,40.1,36.5,37.4,38.4,39.4,40.4,41.4,42.5,43.7,34.1,46.2,47.5,42.8,50.4,52.4,53.8,58.6,76.2,55.7,68.2,71,73.7,73.7,,
Senegal,42,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,12.8,15.3,11.3,18.6,8.7,23.3,25.4,24.5,26.1,30.6,34.9,31.7,32.5,31.8,41,38.1,44.5,35.4,41.4,47.8,38.6,43.4,43.4,,
Seychelles,43,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,89.5,90,93.4,91,91.5,92.1,99.2,93.1,93.7,94.3,94.4,96.4,96.7,96.2,100,100,100,100,100,100,100,100,100,,
Sierra Leone,44,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.22,1.08,1.7,2.43,9.7,3.67,0.43,0.6,3.31,1,2.41,0.28,1.5,2.88,1.8,1.9,1.6,5.4,6.4,1.5,4.7,4.9,5,,
Somalia,45,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.92,0.63,0.71,0.12,2.4,4.7,1.7,10.8,12.7,14.7,43.2,41.7,40.7,39.7,38.9,38.1,37.3,38.4,35.3,31.88,32.3,30.6,30.64,,
