,country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
83,Madagascar,30,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,45.67,42.1,49.49,52.8,51.94,53.06,54.22,55.22,56.5,52.9,35.92,40.15,52.6,34.3,63.38,64.5,61.16,62.7,71.12,60.54,72.36,72.62,74.09
84,Malawi,31,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,28.76,27.83,29.23,37.1,30.2,31.99,23.88,34.11,35.42,36.8,34.78,32.35,37.22,36.37,46.21,48.76,41.86,57.55,48.9,45.44,49.41,54.2,52.32
85,Mali,32,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,33.57,37.0,39.61,42.44,45.37,48.72,47.49,54.68,57.53,57.69,63.3,75.86,57.71,78.92,80.27,83.07,82.94,70.76,85.6,91.01,93.78,96.86,94.67
86,Mauritania,33,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,45.27,49.7,49.29,51.38,53.52,41.57,57.76,70.33,62.05,64.27,71.0,72.67,74.35,76.01,76.9,74.0,76.11,77.9,79.12,80.41,81.2,82.31,83.66
87,Mauritius,34,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,99.94,99.87,99.94,99.78,99.55,99.55,99.55,99.55,99.56,99.42,99.54,99.74,99.83,99.83,99.79,99.74,99.56,99.6,99.51,100.0,99.5,99.31,100.0
88,Morocco,35,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,92.02,92.58,92.9,93.35,94.63,94.28,99.28,95.23,95.92,96.42,97.73,98.15,98.33,98.69,99.21,99.68,99.31,100.0,99.3,100.0,100.0,100.0,100.0
89,Mozambique,36,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,20.53,19.11,28.34,24.96,33.53,35.83,38.45,37.4,38.95,43.06,56.38,54.52,59.84,61.55,67.93,68.05,66.26,60.53,72.19,72.27,74.73,77.42,78.85
90,Namibia,37,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,73.27,71.7,71.82,71.85,72.07,72.12,72.18,77.58,72.45,78.33,73.02,70.15,73.46,72.21,73.82,74.58,69.34,74.25,74.37,74.5,74.7,74.71,75.83
91,Niger,38,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,32.04,41.36,42.29,43.31,44.24,41.7,46.96,47.84,49.48,50.51,59.05,59.77,61.95,59.66,59.09,60.42,59.14,60.58,47.62,62.98,63.83,65.81,77.55
92,Nigeria,39,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,83.78,83.76,83.73,84.9,83.78,83.75,83.84,86.06,84.83,84.24,79.85,87.12,84.46,83.64,84.78,81.5,85.97,86.82,81.65,83.95,83.88,89.24,89.59
93,Rwanda,40,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,38.9,29.58,29.82,40.83,42.61,24.94,47.74,50.11,28.09,54.85,44.53,58.37,67.5,61.27,71.67,73.07,79.97,84.91,86.1,86.24,93.99,97.97,100.0
94,Sao Tome and Principe,41,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,64.06,64.09,64.58,65.18,65.79,66.43,67.08,67.69,68.27,69.82,69.6,70.36,65.28,71.81,75.81,73.04,73.79,73.56,76.72,77.58,78.8,80.09,79.38
95,Senegal,42,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,74.56,73.62,74.1,75.57,76.73,80.36,83.56,79.98,81.05,83.41,84.25,87.82,86.31,87.78,85.02,86.94,87.7,91.67,93.53,95.23,92.01,94.02,93.31
96,Seychelles,43,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,98.62,98.69,98.71,98.63,98.7,98.68,98.82,98.84,99.02,99.02,99.27,99.56,99.66,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
97,Sierra Leone,44,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,21.22,21.77,22.47,22.97,29.1,24.34,31.98,33.5,26.4,36.36,25.8,35.75,41.1,29.4,43.85,45.5,46.96,48.63,53.24,51.4,55.02,57.01,60.67
98,Somalia,45,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,4.47,12.74,20.38,27.96,30.54,33.07,38.09,38.12,41.02,43.39,66.35,66.82,67.41,67.72,68.19,68.39,68.8,69.26,69.54,69.9,70.44,70.62,69.22
99,South Africa,46,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,85.66,85.66,85.72,87.69,85.74,85.83,85.88,85.96,86.09,86.26,86.38,86.57,86.71,86.79,86.9,87.04,87.08,87.15,87.24,87.28,87.33,87.36,83.3
100,South Sudan,47,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,8.07,8.25,8.43,8.62,8.82,9.04,9.28,4.35,6.94,16.6,3.8,10.98,10.93,11.33,11.73,11.69,12.08,9.62,12.45,13.64,14.81,15.45,33.84
101,Sudan,48,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,61.64,61.73,61.74,61.66,61.68,61.9,61.92,61.94,45.88,58.04,71.99,73.1,74.48,75.65,76.39,77.84,78.88,80.12,80.96,82.18,83.21,84.24,87.78
102,Tanzania,49,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,33.08,34.25,35.75,36.66,38.93,40.72,42.39,43.9,40.21,37.1,46.25,42.88,46.38,50.38,53.68,58.43,65.24,64.71,67.84,73.2,72.81,77.26,62.72
103,Togo,50,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,38.61,47.97,50.28,52.54,55.07,57.26,64.9,62.19,64.56,67.33,66.58,77.83,76.25,78.29,83.25,81.89,84.5,88.74,83.13,91.6,93.93,96.2,98.31
104,Tunisia,51,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,99.41,99.4,99.7,99.72,99.7,99.68,99.72,99.71,99.71,99.7,99.95,99.8,99.99,99.99,99.99,99.9,100.0,100.0,99.89,100.0,99.99,99.99,100.0
105,Uganda,52,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,40.83,43.74,39.12,43.95,45.49,49.05,41.7,48.74,49.64,44.81,47.87,55.26,54.79,55.76,51.43,52.06,57.48,63.52,72.04,70.8,70.07,72.29,78.71
106,Zambia,53,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,44.05,46.94,45.05,48.07,47.52,51.67,52.73,47.85,55.09,56.49,49.74,58.79,60.24,61.5,61.47,67.7,69.99,75.2,76.28,79.55,82.57,85.75,87.27
107,Zimbabwe,54,Population access to electricity-Urban,% of population,Electricity,Access,Population access to electricity-Urban (% of population),https://africa-energy-portal.org/database,Africa Energy Portal,85.5,85.45,85.27,85.08,85.03,85.16,91.34,85.31,85.02,90.9,85.39,83.16,85.32,85.36,83.38,81.3,85.69,85.62,85.39,85.43,85.48,85.46,84.32
108,Algeria,1,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,30.75,31.15,31.55,31.95,32.37,32.82,33.34,33.85,34.62,35.04,35.72,36.45,37.12,38.03,38.84,39.63,40.36,41.11,41.84,42.47,43.2,43.88,44.58
109,Angola,2,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,3.98,3.4,4.62,4.99,5.36,5.75,6.18,7.87,8.38,7.62,8.18,8.38,9.36,9.98,8.61,11.7,12.04,12.78,13.94,14.5,15.43,16.34,16.97
110,Benin,3,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.48,1.55,1.71,1.83,1.95,2.08,2.29,2.37,2.52,2.68,3.15,3.49,3.74,3.47,3.51,3.13,4.02,3.86,4.48,4.72,4.97,5.23,7.22
111,Botswana,4,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.46,0.44,0.48,0.6,0.65,0.7,0.75,0.8,0.87,0.86,1.05,1.09,1.17,1.23,1.3,1.37,1.44,1.54,1.59,1.66,1.73,1.81,1.89
112,Burkina Faso,5,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.06,1.13,1.22,1.44,1.39,1.49,1.6,1.71,1.84,1.91,2.04,2.38,2.5,2.63,3.38,2.93,3.1,3.26,2.84,3.58,3.87,4.08,4.31
113,Burundi,6,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.16,0.18,0.21,0.24,0.27,0.24,0.21,0.37,0.39,0.46,0.46,0.56,0.61,0.66,0.69,0.81,0.89,1.01,1.07,1.13,1.09,1.26,1.31
114,Cameroon,7,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,6.26,7.24,7.08,7.45,7.99,8.22,8.77,8.87,9.57,10.05,10.54,11.02,11.64,12.19,12.63,13.38,14.02,14.65,15.35,16.0,16.69,17.41,19.37
115,Cape Verde,8,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.25,0.27,0.26,0.29,0.31,0.32,0.33,0.34,0.36,0.37,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.5,0.51,0.53,0.55,0.56
116,Central African Republic,9,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.23,0.22,0.24,0.26,0.28,0.31,0.33,0.36,0.33,0.41,0.44,0.47,0.49,0.52,0.54,0.58,0.62,0.66,0.69,0.69,0.76,0.79,0.81
117,Chad,10,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.26,0.29,0.34,0.38,0.34,0.48,0.53,0.59,0.66,0.72,0.76,1.11,0.99,1.06,1.14,1.08,1.33,1.62,1.55,1.33,1.78,1.89,2.02
118,Comoros,11,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.22,0.23,0.26,0.27,0.29,0.31,0.33,0.36,0.38,0.4,0.48,0.49,0.5,0.51,0.55,0.58,0.61,0.64,0.67,0.71,0.74,0.78,0.82
119,Congo Democratic Republic,12,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,3.15,3.44,3.84,4.27,4.77,3.29,5.77,8.88,7.0,7.68,8.39,9.14,10.62,10.84,9.95,12.65,13.62,14.64,15.71,16.56,17.99,19.21,20.47
120,Congo Republic,13,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.95,1.0,1.06,1.12,1.19,1.26,1.34,1.42,1.51,1.58,1.75,1.84,1.93,2.02,2.11,2.21,2.32,2.43,2.54,2.64,2.77,2.9,3.03
121,Cote d'Ivoire,14,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,8.13,8.47,8.93,9.1,9.43,10.8,11.26,10.55,11.76,11.42,11.91,11.66,11.95,13.51,13.95,14.47,15.24,15.94,16.71,17.51,18.29,19.07,19.36
122,Djibouti,15,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.4,0.41,0.37,0.43,0.44,0.44,0.44,0.46,0.47,0.48,0.49,0.5,0.48,0.53,0.54,0.55,0.56,0.58,0.61,0.64,0.64,0.66,0.67
123,Egypt,16,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,68.3,69.38,70.78,73.09,73.72,76.32,77.38,78.26,80.79,81.56,83.6,85.38,87.55,89.72,91.63,93.12,95.69,97.55,99.38,101.17,102.94,104.69,106.42
124,Equatorial Guinea,17,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.4,0.42,0.43,0.45,0.47,0.49,0.52,0.54,0.57,0.59,0.63,0.66,0.68,0.71,0.75,0.78,0.81,0.84,0.87,0.91,0.94,0.97,1.0
125,Eritrea,18,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.99,1.06,1.16,1.21,1.29,1.37,1.45,1.52,1.6,1.68,1.76,1.84,1.93,2.02,2.12,2.22,2.32,2.43,2.55,2.67,2.79,2.92,3.15
126,Eswatini,19,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.22,0.29,0.28,0.31,0.34,0.38,0.39,0.45,0.49,0.46,0.55,0.63,0.68,0.73,0.84,0.85,0.85,1.0,1.03,1.09,1.15,1.21,1.22
127,Ethiopia,20,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,8.45,6.99,8.39,9.79,11.34,10.74,14.67,16.44,18.3,20.24,22.36,20.71,26.81,29.23,26.48,28.96,43.93,46.5,48.18,52.87,57.62,62.55,64.94
128,Gabon,21,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.91,0.97,1.01,1.04,1.08,1.14,1.16,1.21,1.26,1.31,1.46,1.51,1.57,1.57,1.63,1.69,1.74,1.75,1.85,1.9,1.96,2.01,2.09
129,Gambia,22,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.42,0.38,0.41,0.38,0.49,0.44,0.57,0.61,0.66,0.71,0.79,0.84,0.9,0.96,1.02,1.08,1.15,1.18,1.3,1.38,1.43,1.5,1.59
130,Ghana,23,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,8.28,8.7,9.32,9.88,10.66,8.9,12.18,12.92,14.1,14.61,15.74,16.1,14.54,18.63,21.11,20.41,22.37,22.78,23.69,25.13,26.25,27.08,27.25
131,Guinea,24,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,1.34,1.47,1.62,1.76,1.92,1.96,2.25,2.43,2.62,2.82,3.03,3.26,2.96,3.71,3.95,4.22,4.15,4.5,5.87,5.65,6.15,6.6,6.9
132,Guinea Bissau,25,Population with access to electricity-National,Millions of people,Electricity,Access,Population with access to electricity-National (millions of people),https://africa-energy-portal.org/database,Africa Energy Portal,0.07,0.08,0.08,0.09,0.1,0.11,0.2,0.11,0.14,0.07,0.09,0.22,0.24,0.27,0.3,0.36,0.42,0.48,0.54,0.6,0.67,0.73,0.78
